loop,domain,checks,status,detail
2197,k7_update_path,6,PASS,Update-Pfad ok
2198,k8_key_discipline,61,PASS,Schluesseldisziplin ok
2199,k9_dialog_invariants,1,PASS,type_color_helper.py: Invarianten ok
2200,k10_regression_shield,14,PASS,Regressionsschild intakt
2201,k1_first_run_path,11,PASS,Erststartpfad ok
2202,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2203,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2204,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2205,k5_help_wiki,11,PASS,Wiki-Topic ok
2206,k6_text_quality,200,PASS,en: 40 Werte sauber
2207,k7_update_path,6,PASS,Update-Pfad ok
2208,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2209,k9_dialog_invariants,1,PASS,ui_colors.py: Invarianten ok
2210,k10_regression_shield,14,PASS,Regressionsschild intakt
2211,k1_first_run_path,11,PASS,Erststartpfad ok
2212,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2213,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2214,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2215,k5_help_wiki,11,PASS,Wiki-Topic ok
2216,k6_text_quality,197,PASS,fr: 40 Werte sauber
2217,k7_update_path,6,PASS,Update-Pfad ok
2218,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2219,k9_dialog_invariants,3,PASS,update_dialog.py: Invarianten ok
2220,k10_regression_shield,14,PASS,Regressionsschild intakt
2221,k1_first_run_path,11,PASS,Erststartpfad ok
2222,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2223,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2224,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2225,k5_help_wiki,11,PASS,Wiki-Topic ok
2226,k6_text_quality,200,PASS,de: 40 Werte sauber
2227,k7_update_path,6,PASS,Update-Pfad ok
2228,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2229,k9_dialog_invariants,1,PASS,account_data_hub.py: Invarianten ok
2230,k10_regression_shield,14,PASS,Regressionsschild intakt
2231,k1_first_run_path,11,PASS,Erststartpfad ok
2232,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2233,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2234,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2235,k5_help_wiki,11,PASS,Wiki-Topic ok
2236,k6_text_quality,197,PASS,en: 40 Werte sauber
2237,k7_update_path,6,PASS,Update-Pfad ok
2238,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2239,k9_dialog_invariants,3,PASS,account_management_dialog.py: Invarianten ok
2240,k10_regression_shield,14,PASS,Regressionsschild intakt
2241,k1_first_run_path,11,PASS,Erststartpfad ok
2242,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2243,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2244,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2245,k5_help_wiki,11,PASS,Wiki-Topic ok
2246,k6_text_quality,197,PASS,fr: 40 Werte sauber
2247,k7_update_path,6,PASS,Update-Pfad ok
2248,k8_key_discipline,71,PASS,Schluesseldisziplin ok
2249,k9_dialog_invariants,3,PASS,backup_restore_dialog.py: Invarianten ok
2250,k10_regression_shield,14,PASS,Regressionsschild intakt
2251,k1_first_run_path,11,PASS,Erststartpfad ok
2252,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2253,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2254,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2255,k5_help_wiki,11,PASS,Wiki-Topic ok
2256,k6_text_quality,197,PASS,de: 40 Werte sauber
2257,k7_update_path,6,PASS,Update-Pfad ok
2258,k8_key_discipline,70,PASS,Schluesseldisziplin ok
2259,k9_dialog_invariants,5,PASS,budget_adjustment_dialog.py: Invarianten ok
2260,k10_regression_shield,14,PASS,Regressionsschild intakt
2261,k1_first_run_path,11,PASS,Erststartpfad ok
2262,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2263,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2264,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2265,k5_help_wiki,11,PASS,Wiki-Topic ok
2266,k6_text_quality,185,PASS,en: 40 Werte sauber
2267,k7_update_path,6,PASS,Update-Pfad ok
2268,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2269,k9_dialog_invariants,5,PASS,budget_entry_dialog_extended.py: Invarianten ok
2270,k10_regression_shield,14,PASS,Regressionsschild intakt
2271,k1_first_run_path,11,PASS,Erststartpfad ok
2272,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2273,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2274,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2275,k5_help_wiki,11,PASS,Wiki-Topic ok
2276,k6_text_quality,197,PASS,fr: 40 Werte sauber
2277,k7_update_path,6,PASS,Update-Pfad ok
2278,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2279,k9_dialog_invariants,3,PASS,budget_fill_dialog.py: Invarianten ok
2280,k10_regression_shield,14,PASS,Regressionsschild intakt
2281,k1_first_run_path,11,PASS,Erststartpfad ok
2282,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2283,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2284,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2285,k5_help_wiki,11,PASS,Wiki-Topic ok
2286,k6_text_quality,200,PASS,de: 40 Werte sauber
2287,k7_update_path,6,PASS,Update-Pfad ok
2288,k8_key_discipline,61,PASS,Schluesseldisziplin ok
2289,k9_dialog_invariants,3,PASS,category_delete_dialog.py: Invarianten ok
2290,k10_regression_shield,14,PASS,Regressionsschild intakt
2291,k1_first_run_path,11,PASS,Erststartpfad ok
2292,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2293,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2294,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2295,k5_help_wiki,11,PASS,Wiki-Topic ok
2296,k6_text_quality,200,PASS,en: 40 Werte sauber
2297,k7_update_path,6,PASS,Update-Pfad ok
2298,k8_key_discipline,78,PASS,Schluesseldisziplin ok
2299,k9_dialog_invariants,1,PASS,category_excel_io.py: Invarianten ok
2300,k10_regression_shield,14,PASS,Regressionsschild intakt
2301,k1_first_run_path,11,PASS,Erststartpfad ok
2302,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2303,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2304,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2305,k5_help_wiki,11,PASS,Wiki-Topic ok
2306,k6_text_quality,197,PASS,fr: 40 Werte sauber
2307,k7_update_path,6,PASS,Update-Pfad ok
2308,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2309,k9_dialog_invariants,3,PASS,category_manager_dialog.py: Invarianten ok
2310,k10_regression_shield,14,PASS,Regressionsschild intakt
2311,k1_first_run_path,11,PASS,Erststartpfad ok
2312,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2313,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2314,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2315,k5_help_wiki,11,PASS,Wiki-Topic ok
2316,k6_text_quality,200,PASS,de: 40 Werte sauber
2317,k7_update_path,6,PASS,Update-Pfad ok
2318,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2319,k9_dialog_invariants,1,PASS,category_picker.py: Invarianten ok
2320,k10_regression_shield,14,PASS,Regressionsschild intakt
2321,k1_first_run_path,11,PASS,Erststartpfad ok
2322,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2323,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2324,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2325,k5_help_wiki,11,PASS,Wiki-Topic ok
2326,k6_text_quality,200,PASS,en: 40 Werte sauber
2327,k7_update_path,6,PASS,Update-Pfad ok
2328,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2329,k9_dialog_invariants,7,PASS,category_properties_dialog.py: Invarianten ok
2330,k10_regression_shield,14,PASS,Regressionsschild intakt
2331,k1_first_run_path,11,PASS,Erststartpfad ok
2332,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2333,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2334,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2335,k5_help_wiki,11,PASS,Wiki-Topic ok
2336,k6_text_quality,200,PASS,fr: 40 Werte sauber
2337,k7_update_path,6,PASS,Update-Pfad ok
2338,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2339,k9_dialog_invariants,3,PASS,copy_year_dialog.py: Invarianten ok
2340,k10_regression_shield,14,PASS,Regressionsschild intakt
2341,k1_first_run_path,11,PASS,Erststartpfad ok
2342,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2343,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2344,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2345,k5_help_wiki,11,PASS,Wiki-Topic ok
2346,k6_text_quality,188,PASS,de: 40 Werte sauber
2347,k7_update_path,6,PASS,Update-Pfad ok
2348,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2349,k9_dialog_invariants,3,PASS,database_management_dialog.py: Invarianten ok
2350,k10_regression_shield,14,PASS,Regressionsschild intakt
2351,k1_first_run_path,11,PASS,Erststartpfad ok
2352,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2353,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2354,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2355,k5_help_wiki,11,PASS,Wiki-Topic ok
2356,k6_text_quality,197,PASS,en: 40 Werte sauber
2357,k7_update_path,6,PASS,Update-Pfad ok
2358,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2359,k9_dialog_invariants,3,PASS,export_dialog.py: Invarianten ok
2360,k10_regression_shield,14,PASS,Regressionsschild intakt
2361,k1_first_run_path,11,PASS,Erststartpfad ok
2362,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2363,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2364,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2365,k5_help_wiki,11,PASS,Wiki-Topic ok
2366,k6_text_quality,194,PASS,fr: 40 Werte sauber
2367,k7_update_path,6,PASS,Update-Pfad ok
2368,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2369,k9_dialog_invariants,3,PASS,favorites_dashboard_dialog.py: Invarianten ok
2370,k10_regression_shield,14,PASS,Regressionsschild intakt
2371,k1_first_run_path,11,PASS,Erststartpfad ok
2372,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2373,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2374,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2375,k5_help_wiki,11,PASS,Wiki-Topic ok
2376,k6_text_quality,200,PASS,de: 40 Werte sauber
2377,k7_update_path,6,PASS,Update-Pfad ok
2378,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2379,k9_dialog_invariants,3,PASS,global_search_dialog.py: Invarianten ok
2380,k10_regression_shield,14,PASS,Regressionsschild intakt
2381,k1_first_run_path,11,PASS,Erststartpfad ok
2382,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2383,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2384,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2385,k5_help_wiki,11,PASS,Wiki-Topic ok
2386,k6_text_quality,200,PASS,en: 40 Werte sauber
2387,k7_update_path,6,PASS,Update-Pfad ok
2388,k8_key_discipline,65,PASS,Schluesseldisziplin ok
2389,k9_dialog_invariants,1,PASS,help_content.py: Invarianten ok
2390,k10_regression_shield,14,PASS,Regressionsschild intakt
2391,k1_first_run_path,11,PASS,Erststartpfad ok
2392,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2393,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2394,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2395,k5_help_wiki,11,PASS,Wiki-Topic ok
2396,k6_text_quality,200,PASS,fr: 40 Werte sauber
2397,k7_update_path,6,PASS,Update-Pfad ok
2398,k8_key_discipline,66,PASS,Schluesseldisziplin ok
2399,k9_dialog_invariants,3,PASS,help_dialog.py: Invarianten ok
2400,k10_regression_shield,14,PASS,Regressionsschild intakt
2401,k1_first_run_path,11,PASS,Erststartpfad ok
2402,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2403,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2404,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2405,k5_help_wiki,11,PASS,Wiki-Topic ok
2406,k6_text_quality,173,PASS,de: 40 Werte sauber
2407,k7_update_path,6,PASS,Update-Pfad ok
2408,k8_key_discipline,65,PASS,Schluesseldisziplin ok
2409,k9_dialog_invariants,3,PASS,language_select_dialog.py: Invarianten ok
2410,k10_regression_shield,14,PASS,Regressionsschild intakt
2411,k1_first_run_path,11,PASS,Erststartpfad ok
2412,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2413,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2414,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2415,k5_help_wiki,11,PASS,Wiki-Topic ok
2416,k6_text_quality,188,PASS,en: 40 Werte sauber
2417,k7_update_path,6,PASS,Update-Pfad ok
2418,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2419,k9_dialog_invariants,7,PASS,login_dialog.py: Invarianten ok
2420,k10_regression_shield,14,PASS,Regressionsschild intakt
2421,k1_first_run_path,11,PASS,Erststartpfad ok
2422,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2423,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2424,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2425,k5_help_wiki,11,PASS,Wiki-Topic ok
2426,k6_text_quality,191,PASS,fr: 40 Werte sauber
2427,k7_update_path,6,PASS,Update-Pfad ok
2428,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2429,k9_dialog_invariants,5,PASS,main_window.py: Invarianten ok
2430,k10_regression_shield,14,PASS,Regressionsschild intakt
2431,k1_first_run_path,11,PASS,Erststartpfad ok
2432,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2433,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2434,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2435,k5_help_wiki,11,PASS,Wiki-Topic ok
2436,k6_text_quality,191,PASS,de: 40 Werte sauber
2437,k7_update_path,6,PASS,Update-Pfad ok
2438,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2439,k9_dialog_invariants,3,PASS,month_close_dialog.py: Invarianten ok
2440,k10_regression_shield,14,PASS,Regressionsschild intakt
2441,k1_first_run_path,11,PASS,Erststartpfad ok
2442,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2443,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2444,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2445,k5_help_wiki,11,PASS,Wiki-Topic ok
2446,k6_text_quality,200,PASS,en: 40 Werte sauber
2447,k7_update_path,6,PASS,Update-Pfad ok
2448,k8_key_discipline,61,PASS,Schluesseldisziplin ok
2449,k9_dialog_invariants,3,PASS,quick_add_dialog.py: Invarianten ok
2450,k10_regression_shield,14,PASS,Regressionsschild intakt
2451,k1_first_run_path,11,PASS,Erststartpfad ok
2452,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2453,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2454,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2455,k5_help_wiki,11,PASS,Wiki-Topic ok
2456,k6_text_quality,200,PASS,fr: 40 Werte sauber
2457,k7_update_path,6,PASS,Update-Pfad ok
2458,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2459,k9_dialog_invariants,1,PASS,reauth.py: Invarianten ok
2460,k10_regression_shield,14,PASS,Regressionsschild intakt
2461,k1_first_run_path,11,PASS,Erststartpfad ok
2462,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2463,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2464,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2465,k5_help_wiki,11,PASS,Wiki-Topic ok
2466,k6_text_quality,200,PASS,de: 40 Werte sauber
2467,k7_update_path,6,PASS,Update-Pfad ok
2468,k8_key_discipline,66,PASS,Schluesseldisziplin ok
2469,k9_dialog_invariants,3,PASS,recurring_bookings_dialog.py: Invarianten ok
2470,k10_regression_shield,14,PASS,Regressionsschild intakt
2471,k1_first_run_path,11,PASS,Erststartpfad ok
2472,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2473,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2474,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2475,k5_help_wiki,11,PASS,Wiki-Topic ok
2476,k6_text_quality,200,PASS,en: 40 Werte sauber
2477,k7_update_path,6,PASS,Update-Pfad ok
2478,k8_key_discipline,68,PASS,Schluesseldisziplin ok
2479,k9_dialog_invariants,3,PASS,restore_key_dialog.py: Invarianten ok
2480,k10_regression_shield,14,PASS,Regressionsschild intakt
2481,k1_first_run_path,11,PASS,Erststartpfad ok
2482,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2483,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2484,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2485,k5_help_wiki,11,PASS,Wiki-Topic ok
2486,k6_text_quality,200,PASS,fr: 40 Werte sauber
2487,k7_update_path,6,PASS,Update-Pfad ok
2488,k8_key_discipline,58,PASS,Schluesseldisziplin ok
2489,k9_dialog_invariants,1,PASS,savings_goal_messages.py: Invarianten ok
2490,k10_regression_shield,14,PASS,Regressionsschild intakt
2491,k1_first_run_path,11,PASS,Erststartpfad ok
2492,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2493,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2494,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2495,k5_help_wiki,11,PASS,Wiki-Topic ok
2496,k6_text_quality,195,PASS,de: 39 Werte sauber
2497,k7_update_path,6,PASS,Update-Pfad ok
2498,k8_key_discipline,25,PASS,Schluesseldisziplin ok
2499,k9_dialog_invariants,7,PASS,savings_goals_dialog.py: Invarianten ok
2500,k10_regression_shield,14,PASS,Regressionsschild intakt
2501,k1_first_run_path,11,PASS,Erststartpfad ok
2502,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2503,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2504,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2505,k5_help_wiki,11,PASS,Wiki-Topic ok
2506,k6_text_quality,10,PASS,en: 2 Werte sauber
2507,k7_update_path,6,PASS,Update-Pfad ok
2508,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2509,k9_dialog_invariants,3,PASS,setup_assistant_dialog.py: Invarianten ok
2510,k10_regression_shield,14,PASS,Regressionsschild intakt
2511,k1_first_run_path,11,PASS,Erststartpfad ok
2512,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2513,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2514,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2515,k5_help_wiki,11,PASS,Wiki-Topic ok
2516,k6_text_quality,200,PASS,fr: 40 Werte sauber
2517,k7_update_path,6,PASS,Update-Pfad ok
2518,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2519,k9_dialog_invariants,3,PASS,shortcuts_dialog.py: Invarianten ok
2520,k10_regression_shield,14,PASS,Regressionsschild intakt
2521,k1_first_run_path,11,PASS,Erststartpfad ok
2522,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2523,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2524,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2525,k5_help_wiki,11,PASS,Wiki-Topic ok
2526,k6_text_quality,194,PASS,de: 40 Werte sauber
2527,k7_update_path,6,PASS,Update-Pfad ok
2528,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2529,k9_dialog_invariants,3,PASS,special_income_dialog.py: Invarianten ok
2530,k10_regression_shield,14,PASS,Regressionsschild intakt
2531,k1_first_run_path,11,PASS,Erststartpfad ok
2532,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2533,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2534,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2535,k5_help_wiki,11,PASS,Wiki-Topic ok
2536,k6_text_quality,194,PASS,en: 40 Werte sauber
2537,k7_update_path,6,PASS,Update-Pfad ok
2538,k8_key_discipline,65,PASS,Schluesseldisziplin ok
2539,k9_dialog_invariants,3,PASS,startup_wizard.py: Invarianten ok
2540,k10_regression_shield,14,PASS,Regressionsschild intakt
2541,k1_first_run_path,11,PASS,Erststartpfad ok
2542,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2543,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2544,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2545,k5_help_wiki,11,PASS,Wiki-Topic ok
2546,k6_text_quality,179,PASS,fr: 40 Werte sauber
2547,k7_update_path,6,PASS,Update-Pfad ok
2548,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2549,k9_dialog_invariants,3,PASS,tags_manager_dialog.py: Invarianten ok
2550,k10_regression_shield,14,PASS,Regressionsschild intakt
2551,k1_first_run_path,11,PASS,Erststartpfad ok
2552,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2553,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2554,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2555,k5_help_wiki,11,PASS,Wiki-Topic ok
2556,k6_text_quality,194,PASS,de: 40 Werte sauber
2557,k7_update_path,6,PASS,Update-Pfad ok
2558,k8_key_discipline,62,PASS,Schluesseldisziplin ok
2559,k9_dialog_invariants,3,PASS,theme_editor_dialog.py: Invarianten ok
2560,k10_regression_shield,14,PASS,Regressionsschild intakt
2561,k1_first_run_path,11,PASS,Erststartpfad ok
2562,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2563,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2564,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2565,k5_help_wiki,11,PASS,Wiki-Topic ok
2566,k6_text_quality,200,PASS,en: 40 Werte sauber
2567,k7_update_path,6,PASS,Update-Pfad ok
2568,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2569,k9_dialog_invariants,1,PASS,type_color_helper.py: Invarianten ok
2570,k10_regression_shield,14,PASS,Regressionsschild intakt
2571,k1_first_run_path,11,PASS,Erststartpfad ok
2572,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2573,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2574,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2575,k5_help_wiki,11,PASS,Wiki-Topic ok
2576,k6_text_quality,191,PASS,fr: 40 Werte sauber
2577,k7_update_path,6,PASS,Update-Pfad ok
2578,k8_key_discipline,62,PASS,Schluesseldisziplin ok
2579,k9_dialog_invariants,1,PASS,ui_colors.py: Invarianten ok
2580,k10_regression_shield,14,PASS,Regressionsschild intakt
2581,k1_first_run_path,11,PASS,Erststartpfad ok
2582,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2583,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2584,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2585,k5_help_wiki,11,PASS,Wiki-Topic ok
2586,k6_text_quality,200,PASS,de: 40 Werte sauber
2587,k7_update_path,6,PASS,Update-Pfad ok
2588,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2589,k9_dialog_invariants,3,PASS,update_dialog.py: Invarianten ok
2590,k10_regression_shield,14,PASS,Regressionsschild intakt
2591,k1_first_run_path,11,PASS,Erststartpfad ok
